,artist,song,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
777,christopher tin,baba yetu,5fYwf17qytSuyFEnBpsq5W,0.358,0.294,7.0,-15.4,1.0,0.0452,0.741,0.00151,0.0928,0.102,92.081,209947.0,4.0,5,['video game music']
778,chromeo,old 45s,3tynLfCMPGbkMKLm9p960T,0.8170000000000001,0.654,8.0,-6.7860000000000005,1.0,0.193,0.16399999999999998,0.0019399999999999999,0.21,0.597,95.984,227907.0,4.0,4,"['alternative dance', 'dance-punk', 'disco house', 'electropop', 'filter house', 'indietronica', 'new rave', 'nu disco']"
779,chuck berry,johnny b goode,2QfiRTz5Yc8DdShCxG1tB2,0.534,0.8029999999999999,10.0,-9.129,1.0,0.0743,0.741,6.07e-05,0.307,0.9690000000000001,167.983,161560.0,4.0,5,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
780,chuck berry,maybellene,3SQhmctWreNM0X6Zkm2K5R,0.7559999999999999,0.768,0.0,-10.700999999999999,1.0,0.11199999999999999,0.735,0.0,0.182,0.7829999999999999,118.208,143240.0,4.0,4,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
781,chumbawamba,tubthumping,5YScXJKtefsgdskIy60N7A,0.263,0.871,2.0,-7.496,1.0,0.131,0.106,0.0,0.363,0.622,206.679,278960.0,4.0,5,['anarcho-punk']
782,chvrches,dead air,225bpg0taMSKykeXZ9imee,0.628,0.728,11.0,-5.162999999999999,1.0,0.0612,0.0613,0.0015400000000000001,0.0675,0.396,94.95200000000001,194200.0,4.0,3,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
783,chvrches,dead air,225bpg0taMSKykeXZ9imee,0.628,0.728,11.0,-5.162999999999999,1.0,0.0612,0.0613,0.0015400000000000001,0.0675,0.396,94.95200000000001,194200.0,4.0,5,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
784,chvrches,leave a trace,6CjbLEPcubhGJAlAQAruvo,0.41700000000000004,0.6970000000000001,2.0,-7.095,1.0,0.11599999999999999,0.0181,0.00011,0.141,0.198,99.87200000000001,237483.0,4.0,4,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
785,chvrches,leave a trace,6CjbLEPcubhGJAlAQAruvo,0.41700000000000004,0.6970000000000001,2.0,-7.095,1.0,0.11599999999999999,0.0181,0.00011,0.141,0.198,99.87200000000001,237483.0,4.0,5,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
786,citizens,in tenderness,4O9E0qcWGCMYxq58UdbsQU,0.47,0.759,1.0,-6.67,0.0,0.0316,0.0026,2.04e-06,0.5670000000000001,0.5429999999999999,163.981,242640.0,4.0,5,"['anthem worship', 'ccm', 'christian indie', 'christian pop', 'christian rock', 'christian uplift', 'roots worship']"
787,citizens,made alive,3w5AvFkXT96gNfvmnnbXF0,0.619,0.659,7.0,-6.343,1.0,0.0291,0.00213,4.12e-06,0.285,0.816,96.00200000000001,206213.0,4.0,5,"['anthem worship', 'ccm', 'christian indie', 'christian pop', 'christian rock', 'christian uplift', 'roots worship']"
788,city 17,toxin,2PIN8oXzZT32zNNPoUHeav,0.7070000000000001,0.9570000000000001,6.0,-4.215,0.0,0.099,0.00861,0.0448,0.12,0.508,129.972,291692.0,4.0,4,[]
789,city 17,toxin,2PIN8oXzZT32zNNPoUHeav,0.7070000000000001,0.9570000000000001,6.0,-4.215,0.0,0.099,0.00861,0.0448,0.12,0.508,129.972,291692.0,4.0,5,[]
790,claris,connect,6SrKLkuqWyKxSxzvtRWvX5,0.517,0.9059999999999999,1.0,-4.349,1.0,0.0508,0.07,0.000223,0.155,0.6709999999999999,175.021,270040.0,4.0,3,"['anime', 'j-pop girl group', 'otacore']"
791,claris,connect,6SrKLkuqWyKxSxzvtRWvX5,0.517,0.9059999999999999,1.0,-4.349,1.0,0.0508,0.07,0.000223,0.155,0.6709999999999999,175.021,270040.0,4.0,4,"['anime', 'j-pop girl group', 'otacore']"
792,clean bandit,rather be,3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.5489999999999999,120.97,227833.0,4.0,3,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
793,clean bandit,stronger,6cIGKs4Y33jby1ZbRXIpnV,0.722,0.747,4.0,-6.678999999999999,0.0,0.0457,0.00926,0.00031600000000000004,0.126,0.846,125.01,210187.0,4.0,3,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
794,clean bandit ,rather be,3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.5489999999999999,120.97,227833.0,4.0,5,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
795,clint mansell,leaving earth ,1ZUwoCWz8rJqzBTwtdscPN,0.276,0.289,4.0,-14.322000000000001,0.0,0.0339,0.662,0.982,0.0963,0.0805,39.369,123720.0,4.0,5,"['british soundtrack', 'compositional ambient', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
796,clint mansell,welcome to lunar industries,4NkxNXR19hl20qlB2DOgAx,0.33399999999999996,0.28300000000000003,6.0,-17.184,0.0,0.0338,0.88,0.89,0.121,0.0366,111.64200000000001,431413.0,4.0,3,"['british soundtrack', 'compositional ambient', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
797,clint mansell,welcome to lunar industries,4NkxNXR19hl20qlB2DOgAx,0.33399999999999996,0.28300000000000003,6.0,-17.184,0.0,0.0338,0.88,0.89,0.121,0.0366,111.64200000000001,431413.0,4.0,5,"['british soundtrack', 'compositional ambient', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
798,cloud nothings,quieter today,6Uk5fmLtzLsZqHXqqtxT5S,0.19899999999999998,0.9540000000000001,11.0,-5.176,0.0,0.07400000000000001,0.000434,0.484,0.0843,0.282,95.72200000000001,184096.0,4.0,4,"['cleveland indie', 'dance-punk', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'nu gaze', 'popgaze']"
799,cloud nothings,quieter today,6Uk5fmLtzLsZqHXqqtxT5S,0.19899999999999998,0.9540000000000001,11.0,-5.176,0.0,0.07400000000000001,0.000434,0.484,0.0843,0.282,95.72200000000001,184096.0,4.0,5,"['cleveland indie', 'dance-punk', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'nu gaze', 'popgaze']"
800,cobra starship,snakes on a plane,2YWDmfu4SAnYGboCRrkjxE,0.667,0.865,6.0,-4.774,0.0,0.0752,0.066,0.0,0.0982,0.508,138.972,194880.0,4.0,5,"['dance pop', 'emo', 'neon pop punk', 'pop punk', 'post-teen pop']"
801,colbie caillat,realize,5OGkKx8jP0A5KSULEc6XYZ,0.693,0.594,1.0,-6.4079999999999995,1.0,0.0325,0.13,0.0,0.115,0.192,123.932,244107.0,4.0,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
802,colbie caillat,realize,5OGkKx8jP0A5KSULEc6XYZ,0.693,0.594,1.0,-6.4079999999999995,1.0,0.0325,0.13,0.0,0.115,0.192,123.932,244107.0,4.0,5,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
803,cold chisel,khe sanh,0frIZMaQwtdV4Ee8nhB1te,0.47100000000000003,0.9259999999999999,7.0,-4.253,1.0,0.18600000000000005,0.11699999999999999,0.0,0.248,0.6829999999999999,163.96,254045.0,4.0,3,"['australian pop', 'australian rock']"
804,cold chisel,khe sanh,0frIZMaQwtdV4Ee8nhB1te,0.47100000000000003,0.9259999999999999,7.0,-4.253,1.0,0.18600000000000005,0.11699999999999999,0.0,0.248,0.6829999999999999,163.96,254045.0,4.0,4,"['australian pop', 'australian rock']"
805,cold chisel,khe sanh,0frIZMaQwtdV4Ee8nhB1te,0.47100000000000003,0.9259999999999999,7.0,-4.253,1.0,0.18600000000000005,0.11699999999999999,0.0,0.248,0.6829999999999999,163.96,254045.0,4.0,5,"['australian pop', 'australian rock']"
806,coldplay,a head full of dreams,69uxyAqqPIsUyTO8txoP2M,0.638,0.924,7.0,-3.887,1.0,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787.0,4.0,3,"['permanent wave', 'pop']"
807,coldplay,adventure of a lifetime,69uxyAqqPIsUyTO8txoP2M,0.638,0.924,7.0,-3.887,1.0,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787.0,4.0,5,"['permanent wave', 'pop']"
808,coldplay,amsterdam,2uQ4px5SPONsgcUpulywIQ,0.262,0.17600000000000002,10.0,-10.463,1.0,0.0301,0.836,0.0343,0.122,0.105,73.07600000000002,319360.0,4.0,3,"['permanent wave', 'pop']"
809,coldplay,charlie brown,1yqMgZNrevsWMLWfO2PRp5,0.43,0.738,10.0,-7.0760000000000005,1.0,0.0375,0.0212,0.00165,0.33,0.0944,137.986,285160.0,4.0,3,"['permanent wave', 'pop']"
810,coldplay,charlie brown,1yqMgZNrevsWMLWfO2PRp5,0.43,0.738,10.0,-7.0760000000000005,1.0,0.0375,0.0212,0.00165,0.33,0.0944,137.986,285160.0,4.0,5,"['permanent wave', 'pop']"
811,coldplay,fix you,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.418,3.0,-8.74,1.0,0.0338,0.163,0.00195,0.113,0.12300000000000001,138.265,295533.0,4.0,5,"['permanent wave', 'pop']"
812,coldplay,green eyes,3ou9rSNUQnE7XYmJkUUIOc,0.608,0.405,9.0,-8.607000000000001,1.0,0.0265,0.539,6.7e-06,0.231,0.233,129.54,223040.0,4.0,5,"['permanent wave', 'pop']"
813,coldplay,hymn for the weekend,3RiPr603aXAoi4GHyXx0uy,0.49,0.743,0.0,-5.155,0.0,0.0409,0.255,7.21e-06,0.3,0.363,89.97399999999998,258827.0,4.0,5,"['permanent wave', 'pop']"
814,coldplay,paradise,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,3,"['permanent wave', 'pop']"
815,coldplay,paradise,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5.0,-6.7620000000000005,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0,4.0,5,"['permanent wave', 'pop']"
816,coldplay,sky full of stars,0FDzzruyVECATHXKHFs9eJ,0.551,0.636,6.0,-7.125,1.0,0.0281,0.00713,0.00203,0.217,0.153,124.99600000000001,268467.0,4.0,3,"['permanent wave', 'pop']"
817,coldplay,speed of sound,7clUVcSOtkNWa58Gw5RfD4,0.523,0.898,11.0,-6.765,0.0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,287907.0,4.0,4,"['permanent wave', 'pop']"
818,coldplay,speed of sound,7clUVcSOtkNWa58Gw5RfD4,0.523,0.898,11.0,-6.765,0.0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,287907.0,4.0,5,"['permanent wave', 'pop']"
819,coldplay,square one,2zQIITgo6sc5ppOfPcH205,0.428,0.6779999999999999,0.0,-6.8839999999999995,0.0,0.032,0.006640000000000001,0.00125,0.16399999999999998,0.06,124.139,287635.0,4.0,3,"['permanent wave', 'pop']"
820,coldplay,viva la vida,1mea3bSkSGXuIRvnydlB5b,0.485,0.619,5.0,-7.115,0.0,0.0289,0.0941,3.31e-06,0.109,0.41600000000000004,138.017,242373.0,4.0,3,"['permanent wave', 'pop']"
821,coleman hell,2 heads,3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0.0,-8.515,1.0,0.0367,0.0621,0.000324,0.10400000000000001,0.35,120.006,213707.0,4.0,5,"['canadian pop', 'indie poptimism']"
822,colin buchanan,10 9 8 god is great,2yy9tjyb8mZfZsAIYQCIiZ,0.687,0.6729999999999999,7.0,-7.9860000000000015,1.0,0.0525,0.11800000000000001,0.000799,0.433,0.8759999999999999,154.839,155933.0,4.0,3,"[""australian children's music""]"
823,colin buchanan,god is everywhere,2m3XRSuYb9R0c971G4XNqp,0.659,0.7040000000000001,4.0,-7.602,0.0,0.0522,0.19899999999999998,0.0,0.128,0.789,143.458,129333.0,4.0,3,"[""australian children's music""]"
824,commodores,sail on,2XMjijS8aVAP1ztyNpVEy8,0.48100000000000004,0.317,1.0,-17.355999999999998,1.0,0.0455,0.413,1.1e-05,0.0786,0.435,142.417,240240.0,4.0,3,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
825,commodores,sail on,2XMjijS8aVAP1ztyNpVEy8,0.48100000000000004,0.317,1.0,-17.355999999999998,1.0,0.0455,0.413,1.1e-05,0.0786,0.435,142.417,240240.0,4.0,5,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
826,conchita wurst,rise like a phoenix,1ijX03QOR6a1wI322HifSV,0.425,0.503,2.0,-6.324,0.0,0.0256,0.142,0.0,0.105,0.23,81.653,183000.0,4.0,3,"['eurovision', 'strut']"
827,conor maynard,turn around,45c2D6f9UL1noUfIrYHrU6,0.594,0.865,1.0,-2.589,0.0,0.0263,0.0179,6.6e-06,0.128,0.595,125.03,232387.0,4.0,4,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
828,conrad sewell,who you lovin',3vEEeWgIxrzDc7ER9OoJVp,0.85,0.856,7.0,-3.85,0.0,0.0611,0.218,1.63e-06,0.0681,0.764,110.98299999999999,232080.0,4.0,3,['australian pop']
829,corona,rhythm of the night,3L9RIFcNF9IDGPRE96EO7N,0.69,0.805,5.0,-11.522,0.0,0.0336,0.00023199999999999997,0.7390000000000001,0.095,0.799,127.80799999999999,264280.0,4.0,4,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'hip house']"
830,counting crows,a long december,1tjKIXd7DYNklhVSgBxREi,0.38799999999999996,0.579,5.0,-6.983,1.0,0.0286,0.47200000000000003,0.00055,0.21899999999999997,0.381,70.66199999999998,295067.0,4.0,3,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
831,counting crows,a long december,1tjKIXd7DYNklhVSgBxREi,0.38799999999999996,0.579,5.0,-6.983,1.0,0.0286,0.47200000000000003,0.00055,0.21899999999999997,0.381,70.66199999999998,295067.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
832,counting crows,accidentally in love,4ccM2xBxicGigjLqt6A0YY,0.5539999999999999,0.927,7.0,-3.641,1.0,0.0378,0.044000000000000004,3.32e-06,0.0876,0.81,138.0,188613.0,4.0,4,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
833,counting crows,accidentally in love,4ccM2xBxicGigjLqt6A0YY,0.5539999999999999,0.927,7.0,-3.641,1.0,0.0378,0.044000000000000004,3.32e-06,0.0876,0.81,138.0,188613.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
834,counting crows,anna begins,3GwIz1pLK6M2M0qp032McP,0.511,0.382,7.0,-8.468,1.0,0.0453,0.373,0.00035299999999999996,0.08,0.5529999999999999,113.42299999999999,271173.0,5.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
835,counting crows,mr jones,5DiXcVovI0FcY2s0icWWUu,0.578,0.8170000000000001,0.0,-6.5420000000000025,1.0,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293.0,4.0,4,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
836,counting crows,mr jones,5DiXcVovI0FcY2s0icWWUu,0.578,0.8170000000000001,0.0,-6.5420000000000025,1.0,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
837,counting crows,round here,35qwJUKVy1OIt0wQ3xEXi0,0.314,0.478,7.0,-9.37,1.0,0.0341,0.14400000000000002,7.190000000000001e-05,0.0814,0.18600000000000005,94.20299999999999,331400.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
838,counting crows,walkaways,29aBFvccQbYYmCnEBP27Y8,0.534,0.285,2.0,-11.717,1.0,0.0386,0.679,0.000499,0.128,0.22699999999999998,97.141,72160.0,5.0,3,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
839,covesthur,dayresponse,2PeDIe8OPjeinZMULmwBSF,0.6659999999999999,0.589,3.0,-8.584,1.0,0.025,0.151,0.0413,0.114,0.408,127.949,205949.0,4.0,3,[]
840,covesthur,interesting procedure,6LkEicbvdbC6X4qC1fPQB0,0.591,0.873,2.0,-7.763,0.0,0.0378,0.0133,0.9259999999999999,0.0385,0.0384,156.02100000000004,357248.0,4.0,5,[]
841,cramp,ru116,6Zcbrb0W5Hu7YLtAA6FSbk,0.366,0.83,7.0,-8.516,1.0,0.0452,0.0313,0.7709999999999999,0.433,0.32899999999999996,129.901,395630.0,4.0,3,[]
842,crash test dummies,mmm mmm mmm mmm,76nvqWPFucUra1xCkN1tnD,0.58,0.575,3.0,-7.72,1.0,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,235173.0,4.0,4,"['canadian rock', 'pop rock']"
843,crash test dummies,mmm mmm mmm mmm,76nvqWPFucUra1xCkN1tnD,0.58,0.575,3.0,-7.72,1.0,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,235173.0,4.0,5,"['canadian rock', 'pop rock']"
844,crayon pop,fm,3P6VLu3oKjYdnv2fgFSCfC,0.629,0.966,0.0,-2.793,1.0,0.0388,0.00298,0.0,0.315,0.292,135.018,221176.0,4.0,4,"['k-pop', 'k-pop girl group']"
845,crazy and corza,wildfire,6bWyRa45B2a7bzkuicT4x6,0.579,0.976,6.0,-5.254,0.0,0.0623,0.00105,0.7659999999999999,0.0559,0.43,143.985,180937.0,4.0,4,[]
846,crazy and corza,wildfire,6bWyRa45B2a7bzkuicT4x6,0.579,0.976,6.0,-5.254,0.0,0.0623,0.00105,0.7659999999999999,0.0559,0.43,143.985,180937.0,4.0,5,[]
847,creed,higher,1ZozJfi8u9cO2Ob8KwiwNT,0.45899999999999996,0.83,2.0,-6.254,1.0,0.0364,5.15e-05,0.00014,0.20600000000000002,0.431,155.826,316733.0,4.0,5,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
848,creedence clearwater revival,bad moon rising,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,4.87e-06,0.063,0.9420000000000001,178.946,141600.0,4.0,5,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
849,creedence clearwater revival,down on the corner,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0.0,-9.289,1.0,0.0751,0.583,0.00109,0.0707,0.8740000000000001,108.21700000000001,166280.0,4.0,5,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
850,creedence clearwater revival,have you ever seen the rain,5DnT9a5IM3eMjKgXTWVJvi,0.743,0.47,0.0,-13.154000000000002,1.0,0.028999999999999998,0.0936,3.15e-05,0.18600000000000005,0.89,116.12200000000001,160333.0,4.0,3,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
851,creedence clearwater revival,hello mary lou,01QwobyKNu7WRCVuTQbRDN,0.648,0.54,9.0,-12.562999999999999,1.0,0.0326,0.0355,4.12e-06,0.0386,0.963,103.454,132867.0,4.0,3,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
852,creedence clearwater revival,hello mary lou,01QwobyKNu7WRCVuTQbRDN,0.648,0.54,9.0,-12.562999999999999,1.0,0.0326,0.0355,4.12e-06,0.0386,0.963,103.454,132867.0,4.0,5,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
853,creedence clearwater revival,lookin' out my back door,3RTUfvRgq3pYTf7XY0FIcS,0.745,0.6559999999999999,10.0,-6.393,1.0,0.0405,0.188,0.00337,0.0941,0.858,105.318,152453.0,4.0,4,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
854,creedence clearwater revival,lookin' out my back door,3RTUfvRgq3pYTf7XY0FIcS,0.745,0.6559999999999999,10.0,-6.393,1.0,0.0405,0.188,0.00337,0.0941,0.858,105.318,152453.0,4.0,5,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
855,creedence clearwater revival,proud mary,2EZc13S7YRi6bTS3SKteRN,0.72,0.391,2.0,-16.595,1.0,0.0342,0.163,8.290000000000001e-05,0.046,0.7859999999999999,120.794,187227.0,4.0,3,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
856,creedence clearwater revival,up around the bend,36gPq8WG7tDxrblyGVUCiT,0.589,0.85,2.0,-6.143,1.0,0.0343,0.0606,0.779,0.27399999999999997,0.813,130.31799999999998,161467.0,4.0,5,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock']"
857,cro,einmal um die welt,2L6hCTpUlR2p7Su3hiSB0s,0.726,0.9,9.0,-4.1339999999999995,1.0,0.0401,0.133,0.0,0.145,0.973,160.128,142463.0,4.0,5,"['german hip hop', 'german pop']"
858,cro,traum,7s3VxmIizcDgDTRCA4kDzd,0.706,0.772,0.0,-6.312,1.0,0.0652,0.0527,0.0,0.0636,0.9640000000000001,119.976,195549.0,4.0,5,"['german hip hop', 'german pop']"
859,crosby stills and nash,southern cross,5AoZknxgY6F25gAcVahO41,0.669,0.446,2.0,-11.125,1.0,0.0312,0.47600000000000003,3.04e-06,0.153,0.5870000000000001,81.558,281000.0,4.0,5,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']"
860,crosby stills and nash,suite - judy blue eyes,2PuUFT13yCzUOZun94WOXv,0.451,0.364,9.0,-13.126,1.0,0.0436,0.469,0.0,0.19699999999999998,0.298,154.20600000000005,444053.0,4.0,4,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']"
861,crosby stills and nash,suite - judy blue eyes,2PuUFT13yCzUOZun94WOXv,0.451,0.364,9.0,-13.126,1.0,0.0436,0.469,0.0,0.19699999999999998,0.298,154.20600000000005,444053.0,4.0,5,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']"
862,crowded house,don't dream it's over,0fiSpF9mvRFQWy0ca64d1g,0.501,0.6829999999999999,0.0,-8.19,0.0,0.0472,0.71,1.98e-06,0.18,0.7340000000000001,82.626,194948.0,4.0,3,"['australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']"
863,crowded house,don't dream it's over,0fiSpF9mvRFQWy0ca64d1g,0.501,0.6829999999999999,0.0,-8.19,0.0,0.0472,0.71,1.98e-06,0.18,0.7340000000000001,82.626,194948.0,4.0,5,"['australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']"
864,crush 40,knight of the wind,5Ypq31YwFroillIOSLWdP5,0.369,0.89,8.0,-6.192,1.0,0.0516,6.01e-06,0.26,0.17800000000000002,0.5820000000000001,84.94,271920.0,4.0,3,"['j-metal', 'otacore']"
865,crush 40,knight of the wind,5Ypq31YwFroillIOSLWdP5,0.369,0.89,8.0,-6.192,1.0,0.0516,6.01e-06,0.26,0.17800000000000002,0.5820000000000001,84.94,271920.0,4.0,4,"['j-metal', 'otacore']"
866,crusher-p,echo,2bkRO0uCaQxAtGsVvyBaRR,0.6709999999999999,0.8590000000000001,3.0,-4.08,0.0,0.10099999999999999,0.00968,0.00074,0.11199999999999999,0.63,139.964,236571.0,4.0,5,['otacore']
867,crystal,tears on my skin,66oyl4Z1GuXId1gVRc0kpR,0.5760000000000001,0.919,1.0,-6.72,0.0,0.0439,0.0016,0.0003,0.124,0.32899999999999996,140.05,215946.0,4.0,5,"['hungarian pop', 'kizomba']"
868,crystal castles,crimewave,3yQFmN8A5S8Kf1nUJuvb01,0.746,0.691,4.0,-7.532999999999999,0.0,0.0403,0.184,0.0259,0.205,0.888,119.98200000000001,258453.0,4.0,3,"['alternative dance', 'art pop', 'bitpop', 'dance-punk', 'digital hardcore', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']"
869,crystal castles,crimewave,3yQFmN8A5S8Kf1nUJuvb01,0.746,0.691,4.0,-7.532999999999999,0.0,0.0403,0.184,0.0259,0.205,0.888,119.98200000000001,258453.0,4.0,5,"['alternative dance', 'art pop', 'bitpop', 'dance-punk', 'digital hardcore', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']"
870,crystal castles,reckless,5MVcClattso5nNUvEH8Sn8,0.489,0.757,6.0,-8.366,0.0,0.0298,0.000259,0.943,0.4920000000000001,0.7090000000000001,120.001,208400.0,4.0,3,"['alternative dance', 'art pop', 'bitpop', 'dance-punk', 'digital hardcore', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']"
871,crystal castles,untrust us,5kCWUfblMC2xdBruW7PeuC,0.609,0.807,11.0,-5.405,0.0,0.0283,0.0376,0.204,0.13,0.203,125.906,186373.0,4.0,3,"['alternative dance', 'art pop', 'bitpop', 'dance-punk', 'digital hardcore', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']"
